2,1,2
2,1,0
2,1,7
2,1,5
2,1,9
2,1,4
2,1,1
2,1,8
2,1,3
2,1,6
22,2,6
22,2,1
24,2,7
23,2,5
23,2,2
24,2,4
22,2,9
22,2,8
23,2,3
23,2,0
190,3,2
190,3,7
190,3,5
210,3,4
168,3,1
190,3,6
210,3,3
189,3,8
149,3,9
210,3,0
210,4,2
210,4,1
210,4,5
210,4,4
210,4,3
210,4,6
210,4,0
190,4,7
210,4,9
188,4,8
210,5,1
210,5,2
210,5,7
210,5,4
210,5,6
210,5,3
210,5,0
210,5,5
210,5,8
210,5,9
190,6,7
210,6,8
210,6,5
210,6,9
210,6,2
210,6,6
210,6,0
210,6,3
188,6,1
210,6,4
210,7,2
210,7,3
210,7,8
210,7,9
210,7,6
210,7,0
189,7,7
188,7,5
210,7,1
210,7,4
168,8,1
210,8,8
190,8,2
210,8,9
190,8,3
210,8,7
210,8,6
210,8,5
210,8,0
210,8,4
188,9,1
190,9,7
210,9,2
210,9,4
210,9,3
210,9,6
210,9,5
210,9,9
210,9,8
210,9,0
167,10,1
188,10,2
189,10,7
210,10,9
190,10,4
210,10,5
210,10,3
210,10,6
210,10,8
190,10,0
149,11,1
189,11,2
170,11,8
188,11,7
190,11,9
188,11,4
169,11,5
189,11,3
190,11,6
189,11,0
169,12,1
63,12,8
65,12,7
44,12,4
43,12,0
43,12,5
22,12,6
65,12,2
43,12,3
42,12,9
22,13,1
149,13,7
148,13,2
190,13,9
169,13,8
190,13,5
168,13,6
190,13,0
190,13,4
190,13,3
22,14,1
190,14,2
190,14,3
190,14,7
190,14,5
190,14,9
190,14,8
190,14,4
190,14,0
190,14,6
22,15,1
190,15,6
190,15,3
190,15,5
190,15,9
190,15,4
190,15,2
190,15,7
190,15,8
190,15,0
210,16,1
190,16,5
168,16,6
210,16,9
190,16,8
149,16,7
190,16,4
168,16,2
190,16,0
190,16,3
210,17,1
210,17,6
210,17,8
210,17,9
210,17,2
210,17,4
188,17,5
189,17,7
210,17,3
210,17,0
210,18,1
210,18,2
210,18,8
210,18,6
210,18,5
210,18,9
210,18,4
210,18,3
230,18,0
210,18,7
210,19,2
210,19,1
210,19,3
210,19,6
210,19,8
210,19,0
210,19,9
210,19,4
210,19,5
210,19,7
189,20,1
210,20,6
210,20,4
210,20,7
189,20,2
210,20,8
210,20,5
189,20,0
190,20,3
210,20,9
190,21,1
188,21,7
190,21,6
188,21,4
189,21,2
189,21,5
190,21,9
189,21,3
190,21,8
189,21,0
24,22,7
43,22,8
42,22,6
63,22,1
23,22,5
63,22,2
23,22,0
22,22,9
23,22,3
24,22,4
170,23,7
188,23,8
210,23,0
210,23,3
210,23,9
189,23,1
190,23,2
210,23,5
188,23,6
210,23,4
210,24,0
210,24,3
210,24,2
210,24,9
210,24,1
210,24,5
210,24,6
210,24,7
210,24,4
210,24,8
210,25,6
210,25,3
210,25,0
210,25,1
210,25,9
210,25,2
230,25,7
210,25,8
210,25,5
210,25,4
210,26,8
210,26,1
210,26,2
210,26,0
190,26,3
189,26,6
210,26,9
210,26,5
210,26,7
210,26,4
210,27,9
189,27,0
189,27,2
210,27,4
210,27,5
210,27,7
230,27,3
190,27,8
231,27,6
190,27,1
230,28,5
210,28,4
230,28,0
230,28,1
230,28,2
208,28,9
230,28,8
230,28,3
230,28,7
230,28,6
230,29,2
230,29,9
230,29,0
230,29,4
230,29,7
230,29,3
230,29,8
230,29,6
210,29,5
209,29,1
230,30,4
230,30,2
230,30,9
230,30,7
230,30,0
230,30,8
230,30,3
230,30,6
230,30,1
230,30,5
187,31,2
209,31,0
209,31,3
210,31,9
187,31,4
209,31,5
210,31,1
210,31,6
188,31,8
188,31,7
43,32,3
64,32,7
86,32,2
64,32,9
64,32,0
64,32,8
85,32,4
42,32,6
42,32,1
43,32,5
188,33,2
210,33,4
230,33,7
209,33,3
230,33,1
209,33,0
230,33,8
230,33,6
208,33,9
230,33,5
166,34,2
209,34,1
230,34,0
209,34,7
230,34,6
189,34,4
230,34,3
230,34,9
208,34,8
230,34,5
230,35,2
210,35,1
230,35,9
230,35,4
230,35,0
231,35,3
210,35,6
230,35,7
230,35,8
230,35,5
230,36,2
211,36,1
231,36,7
231,36,3
231,36,0
211,36,4
231,36,6
231,36,8
231,36,5
189,36,9
231,37,1
231,37,2
231,37,0
231,37,7
231,37,4
231,37,6
231,37,9
231,37,5
231,37,3
231,37,8
231,38,2
189,38,1
211,38,0
231,38,7
231,38,3
231,38,9
231,38,4
231,38,6
211,38,5
231,38,8
231,39,1
231,39,2
231,39,4
231,39,7
231,39,3
231,39,5
231,39,8
231,39,6
231,39,0
231,39,9
147,40,1
231,40,2
211,40,4
231,40,3
211,40,8
231,40,7
231,40,6
231,40,5
231,40,9
211,40,0
2,41,1
189,41,3
190,41,9
189,41,7
210,41,5
209,41,4
211,41,6
211,41,8
150,41,2
210,41,0
22,42,1
65,42,7
42,42,6
63,42,9
170,42,2
43,42,5
64,42,3
65,42,4
42,42,8
64,42,0
22,43,1
210,43,9
210,43,7
210,43,4
210,43,5
210,43,6
210,43,8
189,43,3
189,43,0
168,43,2
22,44,1
210,44,0
210,44,4
210,44,6
210,44,8
210,44,3
210,44,9
210,44,5
210,44,2
210,44,7
22,45,1
210,45,0
210,45,9
210,45,3
210,45,5
210,45,6
210,45,4
210,45,8
188,45,2
189,45,7
22,46,1
210,46,8
210,46,7
210,46,9
210,46,3
210,46,4
210,46,6
210,46,5
210,46,2
210,46,0
232,47,1
189,47,8
210,47,4
210,47,3
210,47,2
210,47,5
230,47,6
210,47,0
210,47,7
210,47,9
230,48,1
230,48,8
230,48,2
230,48,0
230,48,3
230,48,9
230,48,6
230,48,4
230,48,7
230,48,5
230,49,1
230,49,2
230,49,8
230,49,7
230,49,0
230,49,4
230,49,6
230,49,9
230,49,3
230,49,5
208,50,2
208,50,1
230,50,9
230,50,0
230,50,6
209,50,7
209,50,3
209,50,5
230,50,8
210,50,4
189,51,2
