43,1,7
43,1,2
43,1,8
43,1,4
43,1,3
43,1,6
43,1,1
43,1,9
43,1,5
43,1,0
242,2,6
245,2,7
194,2,1
236,2,4
248,2,8
248,2,3
236,2,0
254,2,5
251,2,9
254,2,2
1204,3,7
1055,3,4
1352,3,9
1204,3,6
1170,3,3
1352,3,0
1204,3,8
1228,3,1
1338,3,2
1228,3,5
1330,4,9
1348,4,4
1374,4,5
1370,4,1
1348,4,0
1370,4,7
1370,4,6
1370,4,8
1392,4,2
1370,4,3
1352,5,0
1352,5,1
1330,5,4
1370,5,3
1352,5,7
1352,5,8
1374,5,5
1354,5,2
1352,5,6
1352,5,9
1352,6,6
1352,6,7
1407,6,3
1352,6,4
1330,6,0
1407,6,1
1352,6,8
1354,6,2
1352,6,9
1374,6,5
1400,7,8
1442,7,2
1441,7,3
1398,7,4
1420,7,6
1420,7,0
1441,7,1
1420,7,7
1408,7,5
1420,7,9
1421,8,5
1420,8,2
1472,8,6
1472,8,0
1472,8,4
1441,8,3
1453,8,7
1441,8,1
1420,8,9
1400,8,8
1571,9,0
1507,9,2
1538,9,4
1594,9,5
1519,9,8
1540,9,6
1573,9,9
1572,9,3
1572,9,1
1572,9,7
1553,10,2
1571,10,0
1530,10,6
1573,10,9
1572,10,3
1551,10,8
1572,10,7
1573,10,5
1571,10,4
1572,10,1
1510,11,6
1529,11,2
1510,11,3
1531,11,0
1531,11,4
1530,11,7
1551,11,8
1530,11,1
1529,11,9
1529,11,5
1486,12,6
1444,12,4
1404,12,7
1444,12,0
1446,12,3
1484,12,8
1427,12,5
1438,12,1
1441,12,9
1482,12,2
1499,13,6
1678,13,8
1714,13,0
1724,13,5
1617,13,2
1734,13,4
1738,13,9
1757,13,1
1739,13,7
1771,13,3
1737,14,5
1747,14,8
1736,14,6
1793,14,0
1745,14,7
1744,14,3
1761,14,4
1753,14,2
1745,14,9
1744,14,1
1743,15,6
1789,15,5
1807,15,4
1797,15,7
1776,15,1
1783,15,8
1777,15,9
1777,15,2
1775,15,0
1776,15,3
1764,16,6
1809,16,2
1821,16,5
1815,16,8
1807,16,4
1808,16,3
1827,16,0
1788,16,1
1829,16,7
1809,16,9
1807,17,6
1815,17,8
1807,17,0
1846,17,7
1790,17,5
1808,17,1
1827,17,9
1807,17,4
1825,17,2
1786,17,3
1807,18,6
1860,18,9
1876,18,1
1866,18,8
1881,18,2
1880,18,0
1859,18,3
1880,18,4
1882,18,5
1902,18,7
1880,19,6
1910,19,3
1855,19,1
1839,19,2
1897,19,7
1875,19,0
1875,19,4
1883,19,8
1899,19,5
1877,19,9
1910,20,1
1911,20,9
1910,20,3
1931,20,7
1909,20,6
1911,20,2
1909,20,4
1941,20,0
1899,20,5
1917,20,8
1901,21,6
1873,21,0
1949,21,8
1856,21,2
1900,21,3
1900,21,7
1878,21,5
1901,21,4
1900,21,1
1878,21,9
1841,22,5
1816,22,1
1857,22,6
1841,22,2
1805,22,4
1818,22,9
1797,22,3
1835,22,7
1773,22,0
1761,22,8
1972,23,0
1932,23,1
2014,23,7
1972,23,4
1980,23,8
1954,23,5
1951,23,3
1925,23,2
1971,23,6
1953,23,9
1997,24,8
2009,24,6
1992,24,9
1990,24,3
2031,24,7
1990,24,2
1989,24,0
1974,24,5
1990,24,1
1989,24,4
1990,25,2
2025,25,1
2024,25,0
2026,25,9
2081,25,3
2024,25,4
2032,25,8
2027,25,6
2066,25,7
2051,25,5
2085,26,5
2048,26,8
1985,26,4
2082,26,7
2041,26,1
2021,26,3
2059,26,2
2042,26,9
2060,26,6
2040,26,0
2072,27,4
2082,27,7
2048,27,8
2042,27,9
2072,27,0
2041,27,3
2085,27,5
2041,27,2
2080,27,6
2041,27,1
2105,28,2
2105,28,1
2104,28,4
2073,28,3
2089,28,8
2146,28,7
2106,28,9
2104,28,0
2122,28,6
2129,28,5
2105,29,2
2128,29,7
2144,29,6
2106,29,9
2105,29,1
2089,29,8
2104,29,0
2083,29,4
2149,29,5
2105,29,3
2089,30,3
2133,30,5
2128,30,7
2106,30,2
2088,30,4
2108,30,9
2073,30,8
2089,30,1
2128,30,6
2088,30,0
1997,31,4
2013,31,3
2014,31,0
2014,31,6
2013,31,1
1992,31,7
1981,31,9
1982,31,2
2108,31,8
1992,31,5
1964,32,8
2000,32,2
1998,32,4
1981,32,9
2018,32,1
2003,32,6
2061,32,7
2055,32,3
