41,4,0.998565,-0.879909
42,4,1.01492,-0.881221
43,4,1.03058,-0.904027
44,4,1.05816,-0.916647
45,4,1.07335,-0.928733
46,4,1.08186,-0.936748
47,4,1.07916,-0.93743
48,4,1.08087,-0.946098
49,4,1.08358,-0.938797
50,4,1.09067,-0.915453
61,4,1.28919,-1.06417
62,4,1.30544,-1.07227
63,4,1.32764,-1.0804
64,4,1.33336,-1.09443
65,4,1.32979,-1.1092
66,4,1.32921,-1.12594
67,4,1.32581,-1.14771
68,4,1.30957,-1.16721
69,4,1.29842,-1.17719
81,4,1.25306,-1.07715
82,4,1.25607,-1.05898
83,4,1.25926,-1.05763
84,4,1.25408,-1.05772
85,4,1.25872,-1.05713
86,4,1.23974,-1.05734
87,4,1.21951,-1.04692
88,6,1.20031,-1.05033
88,4,1.20031,-1.05033
89,6,1.20098,-1.0498
89,4,1.20098,-1.0498
90,4,1.21863,-1.0634
90,6,1.21863,-1.0634
91,4,1.23361,-1.08265
91,6,1.23361,-1.08265
92,6,1.24621,-1.09832
93,6,1.2519,-1.09602
94,6,1.25301,-1.10644
95,6,1.23191,-1.11707
96,6,1.22418,-1.13203
97,6,1.21349,-1.15359
98,6,1.21452,-1.18632
99,6,1.20669,-1.21796
100,6,1.19603,-1.24192
103,6,1.09114,-1.26664
104,6,1.05273,-1.25445
105,6,1.02585,-1.25208
125,6,0.941281,-0.788689
126,6,0.939078,-0.757602
127,6,0.939087,-0.732046
128,6,0.943277,-0.716801
129,6,0.948524,-0.7085
130,6,0.938512,-0.696323
131,6,0.916967,-0.68824
132,6,0.91067,-0.699408
133,7,0.907554,-0.712662
133,6,0.907554,-0.712662
134,7,0.904367,-0.736689
134,6,0.904367,-0.736689
135,7,0.896775,-0.764251
135,6,0.896775,-0.764251
136,6,0.884231,-0.786701
136,7,0.884231,-0.786701
137,7,0.86733,-0.796307
138,7,0.842609,-0.796724
139,7,0.827205,-0.801197
140,7,0.815414,-0.799534
141,7,0.783312,-0.79457
142,7,0.758489,-0.769599
143,7,0.741233,-0.759716
144,7,0.742021,-0.745568
145,7,0.742064,-0.728791
146,7,0.752946,-0.70943
147,7,0.765909,-0.697655
148,7,0.776551,-0.690581
149,7,0.801964,-0.69766
150,7,0.823519,-0.714683
151,7,0.843197,-0.733634
152,7,0.851816,-0.752574
153,7,0.871366,-0.767462
154,7,0.893247,-0.777989
155,7,0.910316,-0.789122
156,7,0.89816,-0.787678
157,7,0.900094,-0.805111
158,7,0.902903,-0.832332
159,7,0.911292,-0.86081
160,7,0.924069,-0.892433
161,7,0.955498,-0.928087
162,7,0.992399,-0.974261
163,7,1.02414,-1.03438
164,7,1.04079,-1.10013
165,7,1.06043,-1.1471
166,7,1.07509,-1.18516
168,7,1.08376,-1.19584
