16,9,0.260426,0.278731
17,9,0.261526,0.300555
18,9,0.267259,0.317975
19,9,0.275264,0.337441
20,9,0.280826,0.358914
21,9,0.303884,0.391586
22,9,0.324706,0.41514
23,9,0.347876,0.43522
24,9,0.376715,0.460704
25,9,0.393627,0.485929
26,9,0.420157,0.501533
27,9,0.453179,0.515911
28,9,0.4847,0.524901
29,9,0.51539,0.525065
30,9,0.552891,0.500261
31,9,0.58225,0.478649
32,9,0.62181,0.47116
33,9,0.667333,0.452354
34,9,0.707077,0.440248
35,9,0.746288,0.463205
36,9,0.781709,0.485157
37,9,0.822766,0.519821
38,9,0.853015,0.555234
39,9,0.88268,0.594883
40,9,0.922311,0.633369
41,9,0.962418,0.661583
42,9,0.996422,0.673886
43,9,1.03152,0.689956
44,9,1.07703,0.709419
45,9,1.13276,0.704077
46,9,1.18634,0.709141
47,9,1.2375,0.710919
48,9,1.27738,0.707833
49,9,1.31806,0.695335
50,9,1.34784,0.681106
51,9,1.38025,0.664645
52,9,1.41799,0.65011
53,9,1.45868,0.642791
54,9,1.48948,0.657193
55,9,1.52365,0.657595
56,9,1.56145,0.648318
57,9,1.60371,0.640436
58,9,1.65271,0.639166
59,9,1.70535,0.62599
60,9,1.76101,0.617618
61,9,1.81579,0.603362
62,9,1.88087,0.59528
63,9,1.94538,0.616615
64,9,2.009,0.643748
65,9,2.07284,0.657891
66,9,2.12064,0.657149
67,9,2.15825,0.643925
68,9,2.2232,0.631015
69,9,2.28208,0.622115
70,9,2.33111,0.622359
71,9,2.37477,0.615274
72,9,2.40917,0.627442
73,9,2.46206,0.633706
74,9,2.50365,0.648706
75,9,2.54087,0.671794
76,9,2.57307,0.680155
77,9,2.61034,0.688573
78,9,2.6529,0.703758
79,9,2.68425,0.706919
80,9,2.69554,0.699991
81,9,2.71836,0.707325
82,9,2.72191,0.735448
83,9,2.72481,0.7686
84,9,2.73738,0.778459
85,9,2.74991,0.781624
86,9,2.76041,0.797129
87,9,2.76151,0.809307
88,9,2.74706,0.804942
89,9,2.73494,0.788217
90,9,2.72002,0.761468
91,9,2.72638,0.733091
92,9,2.73394,0.723554
93,9,2.73651,0.732121
94,9,2.73864,0.768499
95,9,2.73806,0.800343
96,9,2.75304,0.834688
97,9,2.75925,0.847747
98,9,2.76569,0.888873
99,9,2.78676,0.926163
100,9,2.82231,0.956596
101,9,2.86601,0.978878
102,9,2.89549,1.00646
103,9,2.93383,1.0387
104,9,2.98051,1.06977
105,9,3.02403,1.09305
106,9,3.08529,1.12859
107,9,3.13643,1.16553
108,9,3.18837,1.20164
109,9,3.25067,1.2297
110,9,3.30106,1.25497
111,9,3.34667,1.28628
112,9,3.39581,1.32191
113,9,3.4338,1.34599
114,9,3.47883,1.38419
115,9,3.5106,1.41662
116,9,3.54357,1.44484
117,9,3.55631,1.47237
118,9,3.57754,1.48956
119,9,3.59511,1.52308
120,9,3.59983,1.56863
121,9,3.62168,1.60797
122,9,3.63879,1.63232
123,9,3.64166,1.65922
124,9,3.63518,1.68284
125,9,3.63593,1.69026
126,9,3.65075,1.68425
127,9,3.66187,1.67243
128,9,3.67968,1.69045
129,9,3.69332,1.72284
130,9,3.71044,1.75125
131,9,3.72004,1.77344
132,9,3.7034,1.77817
133,9,3.68369,1.79197
134,9,3.66683,1.80267
135,9,3.66138,1.82545
136,9,3.65699,1.84522
137,9,3.64438,1.86951
138,9,3.62594,1.89022
139,9,3.6148,1.90537
140,9,3.60395,1.91489
141,9,3.57849,1.90462
142,9,3.56087,1.90899
143,9,3.5361,1.91741
144,9,3.53044,1.9256
145,9,3.52588,1.9272
146,9,3.53495,1.91422
147,9,3.52045,1.908
148,9,3.49638,1.88763
149,9,3.48236,1.85749
150,9,3.4599,1.81826
151,9,3.45815,1.78094
152,9,3.46206,1.7609
153,9,3.45755,1.74058
154,9,3.44881,1.72196
155,9,3.44702,1.70948
156,9,3.4348,1.69051
157,9,3.42157,1.66925
158,9,3.39877,1.65019
159,9,3.3894,1.63572
160,9,3.38247,1.62771
161,9,3.38748,1.6243
162,9,3.39276,1.61973
163,9,3.41054,1.61701
164,9,3.42807,1.5945
165,9,3.44645,1.58861
166,9,3.46871,1.57963
167,9,3.48972,1.55122
168,9,3.50018,1.5328
169,9,3.5026,1.50351
170,9,3.50571,1.47007
171,9,3.5207,1.41077
