2,1,2
213,2,2
1041,3,2
1345,4,2
1366,5,2
1366,6,2
1379,7,2
1433,8,2
1505,9,2
1637,10,2
1593,11,2
1586,12,2
1586,13,2
1704,14,2
1776,15,2
1756,16,2
1788,17,2
1842,18,2
1891,19,2
1891,20,2
1842,21,2
1783,22,2
1984,23,2
2068,24,2
2152,25,2
2132,26,2
2098,27,2
2098,28,2
2098,29,2
2064,30,2
1994,31,2
1933,32,2
2128,33,2
2111,34,2
2115,35,2
2082,36,2
2082,37,2
2168,38,2
2203,39,2
2220,40,2
2187,41,2
2085,42,2
2219,43,2
2185,44,2
2218,45,2
2232,46,2
2300,47,2
2320,48,2
2300,49,2
2283,50,2
2204,51,2
2183,52,2
2365,53,2
2326,54,2
2347,55,2
2327,56,2
2331,57,2
2331,58,2
2329,59,2
2347,60,2
2235,61,2
2177,62,2
2308,63,2
2310,64,2
2347,65,2
2327,66,2
2347,67,2
2381,68,2
2382,69,2
2401,70,2
2272,71,2
2251,72,2
2380,73,2
2381,74,2
2433,75,2
2451,76,2
2408,77,2
2469,78,2
2434,79,2
2417,80,2
2271,81,2
2255,82,2
2301,83,2
2363,84,2
2363,85,2
2363,86,2
2345,87,2
2329,88,2
2312,89,2
2278,90,2
2206,91,2
2170,92,2
2275,93,2
2363,94,2
2330,95,2
2314,96,2
2276,97,2
2276,98,2
2276,99,2
2275,100,2
2079,101,2
2170,102,2
2244,103,2
2244,104,2
2226,105,2
2209,106,2
2188,107,2
2193,108,2
2193,109,2
2175,110,2
1963,111,2
1981,112,2
2108,113,2
2173,114,2
2129,115,2
2151,116,2
2151,117,2
2164,118,2
2108,119,2
2068,120,2
1979,121,2
1921,122,2
2055,123,2
2038,124,2
2056,125,2
2034,126,2
2077,127,2
2077,128,2
2077,129,2
2055,130,2
1961,131,2
1903,132,2
2039,133,2
2042,134,2
2048,135,2
2006,136,2
2006,137,2
1987,138,2
2013,139,2
1995,140,2
1842,141,2
1825,142,2
1942,143,2
1955,144,2
1959,145,2
1926,146,2
1909,147,2
1909,148,2
1873,149,2
1890,150,2
1737,151,2
1645,152,2
1793,153,2
1797,154,2
1797,155,2
1763,156,2
1763,157,2
1745,158,2
1729,159,2
1729,160,2
1597,161,2
1581,162,2
1712,163,2
1712,164,2
1696,165,2
1675,166,2
1696,167,2
1717,168,2
1717,169,2
1717,170,2
1565,171,2
1568,172,2
1680,173,2
1744,174,2
1723,175,2
1710,176,2
1713,177,2
1692,178,2
1675,179,2
1617,180,2
1505,181,2
1428,182,2
1620,183,2
1599,184,2
1620,185,2
1602,186,2
1585,187,2
1627,188,2
1606,189,2
1563,190,2
1410,191,2
1462,192,2
1593,193,2
1571,194,2
1575,195,2
1537,196,2
1578,197,2
1605,198,2
1583,199,2
1545,200,2
1329,201,2
1375,202,2
1532,203,2
1514,204,2
1493,205,2
1492,206,2
1518,207,2
1501,208,2
1480,209,2
1463,210,2
1204,211,2
1378,212,2
1442,213,2
1467,214,2
1450,215,2
1450,216,2
1429,217,2
1417,218,2
1417,219,2
1396,220,2
1142,221,2
1228,222,2
1341,223,2
1361,224,2
1343,225,2
1308,226,2
1316,227,2
1295,228,2
1295,229,2
1295,230,2
1038,231,2
1082,232,2
1241,233,2
1241,234,2
1241,235,2
1202,236,2
1206,237,2
1206,238,2
1206,239,2
1113,240,2
939,241,2
921,242,2
1096,243,2
1074,244,2
1074,245,2
1074,246,2
1074,247,2
1143,248,2
1143,249,2
1143,250,2
868,251,2
955,252,2
1104,253,2
1126,254,2
1126,255,2
1104,256,2
1110,257,2
1067,258,2
1071,259,2
1072,260,2
836,261,2
945,262,2
1007,263,2
1073,264,2
1073,265,2
1052,266,2
1052,267,2
1029,268,2
1014,269,2
1014,270,2
784,271,2
953,272,2
973,273,2
995,274,2
975,275,2
1016,276,2
1037,277,2
1019,278,2
1019,279,2
998,280,2
791,281,2
894,282,2
913,283,2
1001,284,2
979,285,2
1000,286,2
978,287,2
957,288,2
957,289,2
979,290,2
770,291,2
850,292,2
998,293,2
1020,294,2
1020,295,2
1002,296,2
1002,297,2
1002,298,2
1002,299,2
