2,1,8
204,2,8
1073,3,8
1372,4,8
1491,5,8
1471,6,8
1511,7,8
1491,8,8
1491,9,8
1541,10,8
1499,11,8
1540,12,8
1603,13,8
1707,14,8
1707,15,8
1707,16,8
1807,17,8
1821,18,8
1841,19,8
1841,20,8
1781,21,8
1682,22,8
1784,23,8
1858,24,8
1910,25,8
1894,26,8
1915,27,8
1895,28,8
1897,29,8
1949,30,8
1932,31,8
1892,32,8
1975,33,8
2035,34,8
2035,35,8
2087,36,8
2121,37,8
2121,38,8
2100,39,8
2121,40,8
2094,41,8
2012,42,8
2238,43,8
2258,44,8
2258,45,8
2237,46,8
2296,47,8
2348,48,8
2381,49,8
2381,50,8
2339,51,8
2249,52,8
2396,53,8
2432,54,8
2480,55,8
2520,56,8
2540,57,8
2554,58,8
2554,59,8
2551,60,8
2531,61,8
2540,62,8
2694,63,8
2709,64,8
2704,65,8
2725,66,8
2694,67,8
2694,68,8
2712,69,8
2692,70,8
2585,71,8
2512,72,8
2637,73,8
2660,74,8
2643,75,8
2601,76,8
2704,77,8
2705,78,8
2706,79,8
2650,80,8
2439,81,8
2568,82,8
2610,83,8
2656,84,8
2656,85,8
2673,86,8
2673,87,8
2613,88,8
2634,89,8
2621,90,8
2471,91,8
2517,92,8
2638,93,8
2685,94,8
2685,95,8
2702,96,8
2664,97,8
2664,98,8
2627,99,8
2648,100,8
2381,101,8
2584,102,8
2506,103,8
2650,104,8
2615,105,8
2615,106,8
2599,107,8
2620,108,8
2629,109,8
2629,110,8
2441,111,8
2568,112,8
2523,113,8
2632,114,8
2615,115,8
2581,116,8
2581,117,8
2561,118,8
2564,119,8
2531,120,8
2284,121,8
2366,122,8
2510,123,8
2531,124,8
2531,125,8
2514,126,8
2514,127,8
2497,128,8
2497,129,8
2532,130,8
2323,131,8
2365,132,8
2460,133,8
2447,134,8
2429,135,8
2450,136,8
2466,137,8
2429,138,8
2450,139,8
2416,140,8
2166,141,8
2291,142,8
2314,143,8
2364,144,8
2364,145,8
2364,146,8
2347,147,8
2330,148,8
2297,149,8
2300,150,8
2034,151,8
2160,152,8
2204,153,8
2212,154,8
2213,155,8
2213,156,8
2196,157,8
2179,158,8
2147,159,8
2128,160,8
1922,161,8
2007,162,8
2032,163,8
2078,164,8
2102,165,8
2102,166,8
2102,167,8
2073,168,8
2032,169,8
2035,170,8
1766,171,8
1890,172,8
1954,173,8
2015,174,8
2067,175,8
1981,176,8
1965,177,8
1933,178,8
1912,179,8
1932,180,8
1772,181,8
1807,182,8
1853,183,8
1895,184,8
1874,185,8
1874,186,8
1856,187,8
1823,188,8
1821,189,8
1765,190,8
1620,191,8
1684,192,8
1753,193,8
1756,194,8
1755,195,8
1818,196,8
1797,197,8
1780,198,8
1784,199,8
1766,200,8
1500,201,8
1583,202,8
1712,203,8
1695,204,8
1716,205,8
1662,206,8
1665,207,8
1648,208,8
1628,209,8
1648,210,8
1365,211,8
1447,212,8
1574,213,8
1573,214,8
1614,215,8
1614,216,8
1614,217,8
1614,218,8
1598,219,8
1578,220,8
1332,221,8
1414,222,8
1541,223,8
1561,224,8
1561,225,8
1509,226,8
1492,227,8
1492,228,8
1476,229,8
1476,230,8
1247,231,8
1398,232,8
1424,233,8
