108,4,3.62864,1.20263,3.82498,2.02053
109,4,3.67366,1.24552,3.68367,1.94549
110,4,3.72415,1.29196,3.54213,1.87089
111,4,3.7697,1.33805,3.40066,1.79614
112,4,3.81038,1.38075,3.25919,1.72141
113,4,3.85462,1.41115,3.1177,1.64669
114,4,3.90195,1.44604,2.97623,1.57196
121,0,4.0878,1.49154,4.79695,2.05496
122,0,4.11968,1.49393,4.64988,1.99196
123,0,4.1707,1.47574,4.50281,1.92895
124,0,4.20498,1.47439,4.35573,1.86595
125,0,4.2484,1.46713,4.20866,1.80294
126,0,4.28797,1.45929,4.06159,1.73994
127,0,4.3319,1.46399,3.91452,1.67693
128,0,4.37109,1.48192,3.76744,1.61393
129,0,4.41248,1.49859,3.62037,1.55093
130,0,4.45743,1.50131,3.4733,1.48792
